cluster_num	sid	gene_i	all_genes_i	gene_j	all_genes_j	subtype	chr_i	pos_i	strand_i	chr_j	pos_j	strand_j	pval	qval	prob	num_hits
12	TCGA-24-1544-01A	ZNF567	"ZNF567	ZNF850	ZNF568	ZNF461	ZNF529-AS1	ZNF529	LINC01534	ZNF790-AS1	ZNF345	ZNF382	ZNF829	ZNF790	LOC728485	(ZNF420)"	KLK2*	"KLK2*	KLK10	C19orf48	CD33	KLK14	KLK12	NKG7	SIGLEC10	KLK5	KLK6	GPR32	SIGLEC7	KLK15	LIM2	KLK11	KLK13	SIGLECL1	KLK3	SIGLEC9	SNORD88B	SNORD88A	SNORD88C	LINC01869	LOC105372441	KLKP1	LOC101928517	SIGLEC17P	MIR8074	LINC01872	SIGLEC12	KLK7	KLK8	CLDND2	KLK9	SIGLEC8	KLK4	ETFB	C19orf84	KLK1	CEACAM18	CLEC11A	IGLON5	VSIG10L	ACP4	LOC105372440	CTU1	SHANK1	SIGLEC10-AS1"	TCGA-OV	19	36927723	+	19	50849790	-	3.5e-05	0.043	2.54020822416303e-06	4
12	TCGA-25-2398-01A	ZNF567	"ZNF567	ZNF850	ZNF568	ZNF461	ZNF529-AS1	ZNF529	LINC01534	ZNF790-AS1	ZNF345	ZNF382	ZNF829	ZNF790	LOC728485	(ZNF420)"	KLK2*	"KLK2*	KLK10	C19orf48	CD33	KLK14	KLK12	NKG7	SIGLEC10	KLK5	KLK6	GPR32	SIGLEC7	KLK15	LIM2	KLK11	KLK13	SIGLECL1	KLK3	SIGLEC9	SNORD88B	SNORD88A	SNORD88C	LINC01869	LOC105372441	KLKP1	LOC101928517	SIGLEC17P	MIR8074	LINC01872	SIGLEC12	KLK7	KLK8	CLDND2	KLK9	SIGLEC8	KLK4	ETFB	C19orf84	KLK1	CEACAM18	CLEC11A	IGLON5	VSIG10L	ACP4	LOC105372440	CTU1	SHANK1	SIGLEC10-AS1"	TCGA-OV	19	36584484	-	19	50720056	-	3.5e-05	0.043	2.54020822416303e-06	4
14	TCGA-13-1407-01A	ZNF627	"ZNF627	ZNF878	ACP5	ZNF69	ZNF433	ZNF823	ZNF763	ZNF844	HNRNPA1P10	ZNF833P	ZNF433-AS1	ZNF700	ZNF440	ZNF491	ZNF441	ZNF788P	ZNF439"	DNAJB1*	"DNAJB1*	SYDE1	PKN1	ADGRE3	ADGRE2	ZNF333	OR7C1	SLC1A6	OR7A17	NDUFB7	LINC01841	LINC01842	MIR639	TECR	CLEC17A	SNORA104	ADGRE5	OR7A5	DDX39A	ILVBL	OR7A10	OR1I1	ADGRL1	OR7C2	PTGER1	GIPC1	CASP14	CCDC105"	TCGA-OV	19	12115967	-	19	14194195	-	3.8e-05	0.045	2.2071494118459e-05	7
14	TCGA-13-1491-01A	ZNF627	"ZNF627	ZNF878	ACP5	ZNF69	ZNF433	ZNF823	ZNF763	ZNF844	HNRNPA1P10	ZNF833P	ZNF433-AS1	ZNF700	ZNF440	ZNF491	ZNF441	ZNF788P	ZNF439"	DNAJB1*	"DNAJB1*	SYDE1	PKN1	ADGRE3	ADGRE2	ZNF333	OR7C1	SLC1A6	OR7A17	NDUFB7	LINC01841	LINC01842	MIR639	TECR	CLEC17A	SNORA104	ADGRE5	OR7A5	DDX39A	ILVBL	OR7A10	OR1I1	ADGRL1	OR7C2	PTGER1	GIPC1	CASP14	CCDC105"	TCGA-OV	19	12018713	+	19	14745920	-	3.8e-05	0.045	2.2071494118459e-05	7
14	TCGA-24-1469-01A	ZNF627	"ZNF627	ZNF878	ACP5	ZNF69	ZNF433	ZNF823	ZNF763	ZNF844	HNRNPA1P10	ZNF833P	ZNF433-AS1	ZNF700	ZNF440	ZNF491	ZNF441	ZNF788P	ZNF439"	DNAJB1*	"DNAJB1*	SYDE1	PKN1	ADGRE3	ADGRE2	ZNF333	OR7C1	SLC1A6	OR7A17	NDUFB7	LINC01841	LINC01842	MIR639	TECR	CLEC17A	SNORA104	ADGRE5	OR7A5	DDX39A	ILVBL	OR7A10	OR1I1	ADGRL1	OR7C2	PTGER1	GIPC1	CASP14	CCDC105"	TCGA-OV	19	11670989	+	19	14788745	+	3.8e-05	0.045	2.2071494118459e-05	7
14	TCGA-24-1474-01A	ZNF627	"ZNF627	ZNF878	ACP5	ZNF69	ZNF433	ZNF823	ZNF763	ZNF844	HNRNPA1P10	ZNF833P	ZNF433-AS1	ZNF700	ZNF440	ZNF491	ZNF441	ZNF788P	ZNF439"	DNAJB1*	"DNAJB1*	SYDE1	PKN1	ADGRE3	ADGRE2	ZNF333	OR7C1	SLC1A6	OR7A17	NDUFB7	LINC01841	LINC01842	MIR639	TECR	CLEC17A	SNORA104	ADGRE5	OR7A5	DDX39A	ILVBL	OR7A10	OR1I1	ADGRL1	OR7C2	PTGER1	GIPC1	CASP14	CCDC105"	TCGA-OV	19	11945355	-	19	15121250	+	3.8e-05	0.045	2.2071494118459e-05	7
14	TCGA-24-1924-01A	ZNF627	"ZNF627	ZNF878	ACP5	ZNF69	ZNF433	ZNF823	ZNF763	ZNF844	HNRNPA1P10	ZNF833P	ZNF433-AS1	ZNF700	ZNF440	ZNF491	ZNF441	ZNF788P	ZNF439"	DNAJB1*	"DNAJB1*	SYDE1	PKN1	ADGRE3	ADGRE2	ZNF333	OR7C1	SLC1A6	OR7A17	NDUFB7	LINC01841	LINC01842	MIR639	TECR	CLEC17A	SNORA104	ADGRE5	OR7A5	DDX39A	ILVBL	OR7A10	OR1I1	ADGRL1	OR7C2	PTGER1	GIPC1	CASP14	CCDC105"	TCGA-OV	19	11573345	-	19	14345786	-	3.8e-05	0.045	2.2071494118459e-05	7
14	TCGA-25-2396-01A	ZNF627	"ZNF627	ZNF878	ACP5	ZNF69	ZNF433	ZNF823	ZNF763	ZNF844	HNRNPA1P10	ZNF833P	ZNF433-AS1	ZNF700	ZNF440	ZNF491	ZNF441	ZNF788P	ZNF439"	DNAJB1*	"DNAJB1*	SYDE1	PKN1	ADGRE3	ADGRE2	ZNF333	OR7C1	SLC1A6	OR7A17	NDUFB7	LINC01841	LINC01842	MIR639	TECR	CLEC17A	SNORA104	ADGRE5	OR7A5	DDX39A	ILVBL	OR7A10	OR1I1	ADGRL1	OR7C2	PTGER1	GIPC1	CASP14	CCDC105"	TCGA-OV	19	11740217	+	19	14664571	-	3.8e-05	0.045	2.2071494118459e-05	7
14	TCGA-25-2398-01A	ZNF627	"ZNF627	ZNF878	ACP5	ZNF69	ZNF433	ZNF823	ZNF763	ZNF844	HNRNPA1P10	ZNF833P	ZNF433-AS1	ZNF700	ZNF440	ZNF491	ZNF441	ZNF788P	ZNF439"	DNAJB1*	"DNAJB1*	SYDE1	PKN1	ADGRE3	ADGRE2	ZNF333	OR7C1	SLC1A6	OR7A17	NDUFB7	LINC01841	LINC01842	MIR639	TECR	CLEC17A	SNORA104	ADGRE5	OR7A5	DDX39A	ILVBL	OR7A10	OR1I1	ADGRL1	OR7C2	PTGER1	GIPC1	CASP14	CCDC105"	TCGA-OV	19	11930205	+	19	15018423	+	3.8e-05	0.045	2.2071494118459e-05	7
16	TCGA-09-1667-01C	SMARCB1*	"SMARCB1*	DERL3	SLC2A11	GSTTP2	(MIF-AS1)	(MIF)"	LINC02885	"LINC02885"	TCGA-OV	22	23886210	-	22	34585496	+	4e-05	0.048	1.99731727061764e-06	3
16	TCGA-24-2295-01A	SMARCB1*	"SMARCB1*	DERL3	SLC2A11	GSTTP2	(MIF-AS1)	(MIF)"	LINC02885	"LINC02885"	TCGA-OV	22	23893372	+	22	34882257	+	4e-05	0.048	1.99731727061764e-06	3
16	TCGA-25-2398-01A	SMARCB1*	"SMARCB1*	DERL3	SLC2A11	GSTTP2	(MIF-AS1)	(MIF)"	LINC02885	"LINC02885"	TCGA-OV	22	23806994	+	22	34691222	+	4e-05	0.048	1.99731727061764e-06	3
17	TCGA-24-1424-01A	JAK3*	"JAK3*	USHBP1	FCHO1	MYO9B	NIBAN3	MRPL34	PLVAP	TMEM221	INSL3	BABAM1	USE1	NR2F6	GTPBP3	ANO8	OCEL1	BISPR	SNORA68	ANKLE1	B3GNT3	PGLS	UNC13A	DDA1	SLC5A5	RPL18A	MVB12A	BST2	MAP1S	COLGALT1	ABHD8	NXNL1	SLC27A1	LOC100507551"	ZNF254	"ZNF254	ZNF726	RPSAP58	LOC100505851	HAVCR1P1"	TCGA-OV	19	17335697	+	19	24171124	+	4.1e-05	0.048	3.54329508111585e-06	4
17	TCGA-30-1866-01A	JAK3*	"JAK3*	USHBP1	FCHO1	MYO9B	NIBAN3	MRPL34	PLVAP	TMEM221	INSL3	BABAM1	USE1	NR2F6	GTPBP3	ANO8	OCEL1	BISPR	SNORA68	ANKLE1	B3GNT3	PGLS	UNC13A	DDA1	SLC5A5	RPL18A	MVB12A	BST2	MAP1S	COLGALT1	ABHD8	NXNL1	SLC27A1	LOC100507551"	ZNF254	"ZNF254	ZNF726	RPSAP58	LOC100505851	HAVCR1P1"	TCGA-OV	19	17876869	+	19	24179348	-	4.1e-05	0.048	3.54329508111585e-06	4
17	TCGA-36-1575-01A	JAK3*	"JAK3*	USHBP1	FCHO1	MYO9B	NIBAN3	MRPL34	PLVAP	TMEM221	INSL3	BABAM1	USE1	NR2F6	GTPBP3	ANO8	OCEL1	BISPR	SNORA68	ANKLE1	B3GNT3	PGLS	UNC13A	DDA1	SLC5A5	RPL18A	MVB12A	BST2	MAP1S	COLGALT1	ABHD8	NXNL1	SLC27A1	LOC100507551"	ZNF254	"ZNF254	ZNF726	RPSAP58	LOC100505851	HAVCR1P1"	TCGA-OV	19	17752699	+	19	23799720	+	4.1e-05	0.048	3.54329508111585e-06	4
17	TCGA-61-2017-01A	JAK3*	"JAK3*	USHBP1	FCHO1	MYO9B	NIBAN3	MRPL34	PLVAP	TMEM221	INSL3	BABAM1	USE1	NR2F6	GTPBP3	ANO8	OCEL1	BISPR	SNORA68	ANKLE1	B3GNT3	PGLS	UNC13A	DDA1	SLC5A5	RPL18A	MVB12A	BST2	MAP1S	COLGALT1	ABHD8	NXNL1	SLC27A1	LOC100507551"	ZNF254	"ZNF254	ZNF726	RPSAP58	LOC100505851	HAVCR1P1"	TCGA-OV	19	17188563	+	19	23879955	+	4.1e-05	0.048	3.54329508111585e-06	4
18	TCGA-09-1662-01A	(CASC8)	"(CASC8)"	(SNX19)	"(SNX19)"	TCGA-OV	8	127569438	-	11	130954648	+	4.3e-05	0.051	2.3057426078324e-07	2
18	TCGA-09-1662-01A	(CASC8)	"(CASC8)"	(SNX19)	"(SNX19)"	TCGA-OV	8	127576750	+	11	130951816	-	4.3e-05	0.051	2.3057426078324e-07	2
18	TCGA-24-1920-01A	(CASC8)	"(CASC8)"	(SNX19)	"(SNX19)"	TCGA-OV	8	127561929	+	11	131071838	+	4.3e-05	0.051	2.3057426078324e-07	2
19	TCGA-24-0979-01A	(LINC02670)	"(LINC02670)"	MINDY3	"MINDY3	ITGA8"	TCGA-OV	10	10029287	+	10	15847321	-	4.5e-05	0.053	1.15587313757888e-06	3
19	TCGA-24-1466-01A	(LINC02670)	"(LINC02670)"	MINDY3	"MINDY3	ITGA8"	TCGA-OV	10	9541986	-	10	15543150	+	4.5e-05	0.053	1.15587313757888e-06	3
19	TCGA-30-1856-01A	(LINC02670)	"(LINC02670)"	MINDY3	"MINDY3	ITGA8"	TCGA-OV	10	9845295	-	10	15719539	-	4.5e-05	0.053	1.15587313757888e-06	3
20	TCGA-09-2055-01B	PRF1*	"PRF1*	TBATA	ADAMTS14	PALD1"	MIR8052	"MIR8052	LINC02873"	TCGA-OV	10	70782734	-	11	130695143	+	4.7e-05	0.055	1.49205227526009e-07	2
20	TCGA-23-2077-01A	PRF1*	"PRF1*	TBATA	ADAMTS14	PALD1"	MIR8052	"MIR8052	LINC02873"	TCGA-OV	10	70513306	+	11	130659016	-	4.7e-05	0.055	1.49205227526009e-07	2
21	TCGA-24-1567-01A	S100PBP	"S100PBP	RNF19B	TMEM54	KIAA1522	YARS1	HPCA	FNDC5"	BTG2*	"BTG2*	TMEM183A	LINC01353	LINC01136	MYOG	ADORA1	ADIPOR1	CHI3L1	CHIT1	MYBPH	CYB5R1	PPFIA4	PRELP	OPTC	MGAT4FP	FMOD	MYOPARR	(KLHL12)"	TCGA-OV	1	32728804	-	1	203534349	-	5e-05	0.058	8.78395489566117e-08	2
21	TCGA-24-1567-01A	S100PBP	"S100PBP	RNF19B	TMEM54	KIAA1522	YARS1	HPCA	FNDC5"	BTG2*	"BTG2*	TMEM183A	LINC01353	LINC01136	MYOG	ADORA1	ADIPOR1	CHI3L1	CHIT1	MYBPH	CYB5R1	PPFIA4	PRELP	OPTC	MGAT4FP	FMOD	MYOPARR	(KLHL12)"	TCGA-OV	1	32732451	+	1	203534331	+	5e-05	0.058	8.78395489566117e-08	2
21	TCGA-29-A5NZ-01A	S100PBP	"S100PBP	RNF19B	TMEM54	KIAA1522	YARS1	HPCA	FNDC5"	BTG2*	"BTG2*	TMEM183A	LINC01353	LINC01136	MYOG	ADORA1	ADIPOR1	CHI3L1	CHIT1	MYBPH	CYB5R1	PPFIA4	PRELP	OPTC	MGAT4FP	FMOD	MYOPARR	(KLHL12)"	TCGA-OV	1	32970469	+	1	202931654	+	5e-05	0.058	8.78395489566117e-08	2
22	TCGA-13-0923-01A	EYS	"EYS	PHF3	SCAT8"	COL9A1	"COL9A1	COL19A1"	TCGA-OV	6	64122296	-	6	70220015	+	5.1e-05	0.059	1.35484115813314e-06	3
22	TCGA-23-1118-01A	EYS	"EYS	PHF3	SCAT8"	COL9A1	"COL9A1	COL19A1"	TCGA-OV	6	63949119	-	6	70073210	+	5.1e-05	0.059	1.35484115813314e-06	3
22	TCGA-25-1877-01A	EYS	"EYS	PHF3	SCAT8"	COL9A1	"COL9A1	COL19A1"	TCGA-OV	6	63631940	+	6	70129864	-	5.1e-05	0.059	1.35484115813314e-06	3
23	TCGA-09-1673-01A	KCTD15	"KCTD15	(CHST8)"	WDR87	"WDR87	ZNF793	WDR87BP	ZNF540	ZNF571	ZNF570	ZNF569	ZNF781	ZFP30	ZNF793-AS1	ZNF571-AS1	LOC644554	ZNF573	ZNF607	SIPA1L3"	TCGA-OV	19	33782679	-	19	37949375	+	5.4e-05	0.062	5.98574170398461e-06	4
23	TCGA-13-0757-01A	KCTD15	"KCTD15	(CHST8)"	WDR87	"WDR87	ZNF793	WDR87BP	ZNF540	ZNF571	ZNF570	ZNF569	ZNF781	ZFP30	ZNF793-AS1	ZNF571-AS1	LOC644554	ZNF573	ZNF607	SIPA1L3"	TCGA-OV	19	34094249	+	19	37433045	-	5.4e-05	0.062	5.98574170398461e-06	4
23	TCGA-20-0991-01A	KCTD15	"KCTD15	(CHST8)"	WDR87	"WDR87	ZNF793	WDR87BP	ZNF540	ZNF571	ZNF570	ZNF569	ZNF781	ZFP30	ZNF793-AS1	ZNF571-AS1	LOC644554	ZNF573	ZNF607	SIPA1L3"	TCGA-OV	19	33886429	+	19	37568551	-	5.4e-05	0.062	5.98574170398461e-06	4
23	TCGA-25-1635-01A	KCTD15	"KCTD15	(CHST8)"	WDR87	"WDR87	ZNF793	WDR87BP	ZNF540	ZNF571	ZNF570	ZNF569	ZNF781	ZFP30	ZNF793-AS1	ZNF571-AS1	LOC644554	ZNF573	ZNF607	SIPA1L3"	TCGA-OV	19	34047436	+	19	37513593	+	5.4e-05	0.062	5.98574170398461e-06	4
24	TCGA-04-1525-01A	ZNF442	"ZNF442	RTBDN	DHPS	ZNF791	TRIR	BEST2	FBXW9	TNPO2	ZNF799	ZNF564	MAN2B1	HOOK2	JUNB	WDR83	RNASEH2A	DNASE2	SNORD135	SNORD41	MIR5684	MIR6794	ZNF563	GET3	GNG14	MAST1	ZNF490	ZNF443	PRDX2	WDR83OS	ZNF709	(ZNF44)	(KLF1)"	PIK3R2*	"PIK3R2*	JAK3*	FCHO1	INSL3	CCDC124	SNORA68	ARRDC2	IL12RB1	B3GNT3	MAST3	SLC5A5	RPL18A	KCNN1	MAP1S"	TCGA-OV	19	12876559	-	19	17778617	-	5.4e-05	0.062	5.28371461150786e-06	4
24	TCGA-04-1525-01A	ZNF442	"ZNF442	RTBDN	DHPS	ZNF791	TRIR	BEST2	FBXW9	TNPO2	ZNF799	ZNF564	MAN2B1	HOOK2	JUNB	WDR83	RNASEH2A	DNASE2	SNORD135	SNORD41	MIR5684	MIR6794	ZNF563	GET3	GNG14	MAST1	ZNF490	ZNF443	PRDX2	WDR83OS	ZNF709	(ZNF44)	(KLF1)"	PIK3R2*	"PIK3R2*	JAK3*	FCHO1	INSL3	CCDC124	SNORA68	ARRDC2	IL12RB1	B3GNT3	MAST3	SLC5A5	RPL18A	KCNN1	MAP1S"	TCGA-OV	19	13109011	-	19	17306154	+	5.4e-05	0.062	5.28371461150786e-06	4
24	TCGA-09-1667-01C	ZNF442	"ZNF442	RTBDN	DHPS	ZNF791	TRIR	BEST2	FBXW9	TNPO2	ZNF799	ZNF564	MAN2B1	HOOK2	JUNB	WDR83	RNASEH2A	DNASE2	SNORD135	SNORD41	MIR5684	MIR6794	ZNF563	GET3	GNG14	MAST1	ZNF490	ZNF443	PRDX2	WDR83OS	ZNF709	(ZNF44)	(KLF1)"	PIK3R2*	"PIK3R2*	JAK3*	FCHO1	INSL3	CCDC124	SNORA68	ARRDC2	IL12RB1	B3GNT3	MAST3	SLC5A5	RPL18A	KCNN1	MAP1S"	TCGA-OV	19	12842099	-	19	17979054	+	5.4e-05	0.062	5.28371461150786e-06	4
24	TCGA-24-1426-01A	ZNF442	"ZNF442	RTBDN	DHPS	ZNF791	TRIR	BEST2	FBXW9	TNPO2	ZNF799	ZNF564	MAN2B1	HOOK2	JUNB	WDR83	RNASEH2A	DNASE2	SNORD135	SNORD41	MIR5684	MIR6794	ZNF563	GET3	GNG14	MAST1	ZNF490	ZNF443	PRDX2	WDR83OS	ZNF709	(ZNF44)	(KLF1)"	PIK3R2*	"PIK3R2*	JAK3*	FCHO1	INSL3	CCDC124	SNORA68	ARRDC2	IL12RB1	B3GNT3	MAST3	SLC5A5	RPL18A	KCNN1	MAP1S"	TCGA-OV	19	12296030	+	19	18162817	-	5.4e-05	0.062	5.28371461150786e-06	4
24	TCGA-24-1844-01A	ZNF442	"ZNF442	RTBDN	DHPS	ZNF791	TRIR	BEST2	FBXW9	TNPO2	ZNF799	ZNF564	MAN2B1	HOOK2	JUNB	WDR83	RNASEH2A	DNASE2	SNORD135	SNORD41	MIR5684	MIR6794	ZNF563	GET3	GNG14	MAST1	ZNF490	ZNF443	PRDX2	WDR83OS	ZNF709	(ZNF44)	(KLF1)"	PIK3R2*	"PIK3R2*	JAK3*	FCHO1	INSL3	CCDC124	SNORA68	ARRDC2	IL12RB1	B3GNT3	MAST3	SLC5A5	RPL18A	KCNN1	MAP1S"	TCGA-OV	19	12756722	-	19	17717114	+	5.4e-05	0.062	5.28371461150786e-06	4
25	TCGA-09-1661-01B	CCNE1*	"CCNE1*	URI1	VSTM2B	C19orf12	ZNF536	POP4	LOC284395	PLEKHF1"	WDR87	"WDR87	YIF1B	KCNK6	DPF1	CATSPERG	SPINT2	SNORD152	C19orf33	PPP1R14A	SIPA1L3	(PSMD8)"	TCGA-OV	19	30065375	+	19	38355733	+	8e-05	0.09	5.0167612743406e-06	4
25	TCGA-25-2404-01A	CCNE1*	"CCNE1*	URI1	VSTM2B	C19orf12	ZNF536	POP4	LOC284395	PLEKHF1"	WDR87	"WDR87	YIF1B	KCNK6	DPF1	CATSPERG	SPINT2	SNORD152	C19orf33	PPP1R14A	SIPA1L3	(PSMD8)"	TCGA-OV	19	29850398	+	19	38072813	-	8e-05	0.09	5.0167612743406e-06	4
25	TCGA-29-1698-01A	CCNE1*	"CCNE1*	URI1	VSTM2B	C19orf12	ZNF536	POP4	LOC284395	PLEKHF1"	WDR87	"WDR87	YIF1B	KCNK6	DPF1	CATSPERG	SPINT2	SNORD152	C19orf33	PPP1R14A	SIPA1L3	(PSMD8)"	TCGA-OV	19	30288640	-	19	38364891	+	8e-05	0.09	5.0167612743406e-06	4
25	TCGA-30-1856-01A	CCNE1*	"CCNE1*	URI1	VSTM2B	C19orf12	ZNF536	POP4	LOC284395	PLEKHF1"	WDR87	"WDR87	YIF1B	KCNK6	DPF1	CATSPERG	SPINT2	SNORD152	C19orf33	PPP1R14A	SIPA1L3	(PSMD8)"	TCGA-OV	19	29487979	-	19	37871627	+	8e-05	0.09	5.0167612743406e-06	4
26	TCGA-30-1862-01A	(ANXA2P3)	"(ANXA2P3)"	CD209*	"CD209*	PET100	CLEC4M	FCER2	STXBP2	PNPLA6	TEX45	RETN	CLEC4G	PEX11G	TRAPPC5	XAB2	MIR6792	ZNF358	PCP2	CAMSAP3	MCOLN1	MCEMP1	(ARHGEF18)"	TCGA-OV	10	64615279	-	19	7474151	-	8.3e-05	0.092	1.90227478692879e-07	2
26	TCGA-5X-AA5U-01A	(ANXA2P3)	"(ANXA2P3)"	CD209*	"CD209*	PET100	CLEC4M	FCER2	STXBP2	PNPLA6	TEX45	RETN	CLEC4G	PEX11G	TRAPPC5	XAB2	MIR6792	ZNF358	PCP2	CAMSAP3	MCOLN1	MCEMP1	(ARHGEF18)"	TCGA-OV	10	64615873	+	19	7776072	+	8.3e-05	0.092	1.90227478692879e-07	2
27	TCGA-13-2059-01A	FOXO6-AS1	"FOXO6-AS1	FOXO6"	MEI1	"MEI1	CENPM	SEPTIN3	SHISA8	MIR378I	WBP2NL	LINC00634	SREBF2	MIR33A	TNFRSF13C	SREBF2-AS1	CCDC134"	TCGA-OV	1	41445660	+	22	42008030	+	8.3e-05	0.092	1.99441031396284e-07	2
27	TCGA-23-2072-01A	FOXO6-AS1	"FOXO6-AS1	FOXO6"	MEI1	"MEI1	CENPM	SEPTIN3	SHISA8	MIR378I	WBP2NL	LINC00634	SREBF2	MIR33A	TNFRSF13C	SREBF2-AS1	CCDC134"	TCGA-OV	1	41300011	+	22	41768529	+	8.3e-05	0.092	1.99441031396284e-07	2
28	TCGA-13-0888-01A	MCM3	"MCM3	TMEM14A	EFHC1	GSTA2	PAQR8	LOC730101	TRAM2-AS1	GSTA7P	TRAM2	(GSTA1)"	CNOT2	"CNOT2	(KCNMB4)"	TCGA-OV	6	52282982	-	12	70358541	+	8.8e-05	0.098	1.40757925875636e-07	2
28	TCGA-24-1557-01A	MCM3	"MCM3	TMEM14A	EFHC1	GSTA2	PAQR8	LOC730101	TRAM2-AS1	GSTA7P	TRAM2	(GSTA1)"	CNOT2	"CNOT2	(KCNMB4)"	TCGA-OV	6	52787166	-	12	70351797	-	8.8e-05	0.098	1.40757925875636e-07	2
