cluster_num	sid	gene_i	all_genes_i	gene_j	all_genes_j	subtype	chr_i	pos_i	strand_i	chr_j	pos_j	strand_j	pval	prob	num_hits
2	TCGA-06-A6S0-01A	BTG2*	"BTG2*	MDM4*	PLEKHA6	ZC3H11A	LINC01353	LINC01136	MYOG	SNORA77	LINC00260	LINC00303	REN	ADORA1	CHI3L1	CHIT1	ETNK2	SNRPE	MYBPH	ATP2B4	LAX1	ERLNC1	SOX13	GOLT1A	PIK3C2B	PPFIA4	PRELP	ZBED6	PPP1R15B	OPTC	LRRN2	KISS1	FMOD	LINC00628	MYOPARR"	ELK4*	"ELK4*	SLC45A3*	NFASC	KLHDC8A	MIR135B	LEMD1-AS1	MFSD4A-AS1	TMCC2	RAB29	CNTN2	LEMD1-DT	RBBP5	LEMD1	DSTYK	NUCKS1	CDK18	MFSD4A	BLACAT1	NUAK2	TMEM81"	TCGA-GBM	1	203563995	-	1	205316309	+	3.7e-08	0.000909811963201353	26
2	TCGA-06-A6S0-01A	BTG2*	"BTG2*	MDM4*	PLEKHA6	ZC3H11A	LINC01353	LINC01136	MYOG	SNORA77	LINC00260	LINC00303	REN	ADORA1	CHI3L1	CHIT1	ETNK2	SNRPE	MYBPH	ATP2B4	LAX1	ERLNC1	SOX13	GOLT1A	PIK3C2B	PPFIA4	PRELP	ZBED6	PPP1R15B	OPTC	LRRN2	KISS1	FMOD	LINC00628	MYOPARR"	ELK4*	"ELK4*	SLC45A3*	NFASC	KLHDC8A	MIR135B	LEMD1-AS1	MFSD4A-AS1	TMCC2	RAB29	CNTN2	LEMD1-DT	RBBP5	LEMD1	DSTYK	NUCKS1	CDK18	MFSD4A	BLACAT1	NUAK2	TMEM81"	TCGA-GBM	1	203572713	+	1	205321641	+	3.7e-08	0.000909811963201353	26
2	TCGA-06-A6S0-01A	BTG2*	"BTG2*	MDM4*	PLEKHA6	ZC3H11A	LINC01353	LINC01136	MYOG	SNORA77	LINC00260	LINC00303	REN	ADORA1	CHI3L1	CHIT1	ETNK2	SNRPE	MYBPH	ATP2B4	LAX1	ERLNC1	SOX13	GOLT1A	PIK3C2B	PPFIA4	PRELP	ZBED6	PPP1R15B	OPTC	LRRN2	KISS1	FMOD	LINC00628	MYOPARR"	ELK4*	"ELK4*	SLC45A3*	NFASC	KLHDC8A	MIR135B	LEMD1-AS1	MFSD4A-AS1	TMCC2	RAB29	CNTN2	LEMD1-DT	RBBP5	LEMD1	DSTYK	NUCKS1	CDK18	MFSD4A	BLACAT1	NUAK2	TMEM81"	TCGA-GBM	1	203580798	+	1	205322491	-	3.7e-08	0.000909811963201353	26
2	TCGA-06-A6S0-01A	BTG2*	"BTG2*	MDM4*	PLEKHA6	ZC3H11A	LINC01353	LINC01136	MYOG	SNORA77	LINC00260	LINC00303	REN	ADORA1	CHI3L1	CHIT1	ETNK2	SNRPE	MYBPH	ATP2B4	LAX1	ERLNC1	SOX13	GOLT1A	PIK3C2B	PPFIA4	PRELP	ZBED6	PPP1R15B	OPTC	LRRN2	KISS1	FMOD	LINC00628	MYOPARR"	ELK4*	"ELK4*	SLC45A3*	NFASC	KLHDC8A	MIR135B	LEMD1-AS1	MFSD4A-AS1	TMCC2	RAB29	CNTN2	LEMD1-DT	RBBP5	LEMD1	DSTYK	NUCKS1	CDK18	MFSD4A	BLACAT1	NUAK2	TMEM81"	TCGA-GBM	1	203580949	-	1	205336428	+	3.7e-08	0.000909811963201353	26
2	TCGA-06-A6S0-01A	BTG2*	"BTG2*	MDM4*	PLEKHA6	ZC3H11A	LINC01353	LINC01136	MYOG	SNORA77	LINC00260	LINC00303	REN	ADORA1	CHI3L1	CHIT1	ETNK2	SNRPE	MYBPH	ATP2B4	LAX1	ERLNC1	SOX13	GOLT1A	PIK3C2B	PPFIA4	PRELP	ZBED6	PPP1R15B	OPTC	LRRN2	KISS1	FMOD	LINC00628	MYOPARR"	ELK4*	"ELK4*	SLC45A3*	NFASC	KLHDC8A	MIR135B	LEMD1-AS1	MFSD4A-AS1	TMCC2	RAB29	CNTN2	LEMD1-DT	RBBP5	LEMD1	DSTYK	NUCKS1	CDK18	MFSD4A	BLACAT1	NUAK2	TMEM81"	TCGA-GBM	1	203626438	-	1	205340277	+	3.7e-08	0.000909811963201353	26
2	TCGA-06-A6S0-01A	BTG2*	"BTG2*	MDM4*	PLEKHA6	ZC3H11A	LINC01353	LINC01136	MYOG	SNORA77	LINC00260	LINC00303	REN	ADORA1	CHI3L1	CHIT1	ETNK2	SNRPE	MYBPH	ATP2B4	LAX1	ERLNC1	SOX13	GOLT1A	PIK3C2B	PPFIA4	PRELP	ZBED6	PPP1R15B	OPTC	LRRN2	KISS1	FMOD	LINC00628	MYOPARR"	ELK4*	"ELK4*	SLC45A3*	NFASC	KLHDC8A	MIR135B	LEMD1-AS1	MFSD4A-AS1	TMCC2	RAB29	CNTN2	LEMD1-DT	RBBP5	LEMD1	DSTYK	NUCKS1	CDK18	MFSD4A	BLACAT1	NUAK2	TMEM81"	TCGA-GBM	1	203674906	-	1	205219716	+	3.7e-08	0.000909811963201353	26
2	TCGA-06-A6S0-01A	BTG2*	"BTG2*	MDM4*	PLEKHA6	ZC3H11A	LINC01353	LINC01136	MYOG	SNORA77	LINC00260	LINC00303	REN	ADORA1	CHI3L1	CHIT1	ETNK2	SNRPE	MYBPH	ATP2B4	LAX1	ERLNC1	SOX13	GOLT1A	PIK3C2B	PPFIA4	PRELP	ZBED6	PPP1R15B	OPTC	LRRN2	KISS1	FMOD	LINC00628	MYOPARR"	ELK4*	"ELK4*	SLC45A3*	NFASC	KLHDC8A	MIR135B	LEMD1-AS1	MFSD4A-AS1	TMCC2	RAB29	CNTN2	LEMD1-DT	RBBP5	LEMD1	DSTYK	NUCKS1	CDK18	MFSD4A	BLACAT1	NUAK2	TMEM81"	TCGA-GBM	1	203683093	+	1	205199907	-	3.7e-08	0.000909811963201353	26
2	TCGA-06-A6S0-01A	BTG2*	"BTG2*	MDM4*	PLEKHA6	ZC3H11A	LINC01353	LINC01136	MYOG	SNORA77	LINC00260	LINC00303	REN	ADORA1	CHI3L1	CHIT1	ETNK2	SNRPE	MYBPH	ATP2B4	LAX1	ERLNC1	SOX13	GOLT1A	PIK3C2B	PPFIA4	PRELP	ZBED6	PPP1R15B	OPTC	LRRN2	KISS1	FMOD	LINC00628	MYOPARR"	ELK4*	"ELK4*	SLC45A3*	NFASC	KLHDC8A	MIR135B	LEMD1-AS1	MFSD4A-AS1	TMCC2	RAB29	CNTN2	LEMD1-DT	RBBP5	LEMD1	DSTYK	NUCKS1	CDK18	MFSD4A	BLACAT1	NUAK2	TMEM81"	TCGA-GBM	1	203699444	-	1	205228620	-	3.7e-08	0.000909811963201353	26
2	TCGA-26-1440-01A	BTG2*	"BTG2*	MDM4*	PLEKHA6	ZC3H11A	LINC01353	LINC01136	MYOG	SNORA77	LINC00260	LINC00303	REN	ADORA1	CHI3L1	CHIT1	ETNK2	SNRPE	MYBPH	ATP2B4	LAX1	ERLNC1	SOX13	GOLT1A	PIK3C2B	PPFIA4	PRELP	ZBED6	PPP1R15B	OPTC	LRRN2	KISS1	FMOD	LINC00628	MYOPARR"	ELK4*	"ELK4*	SLC45A3*	NFASC	KLHDC8A	MIR135B	LEMD1-AS1	MFSD4A-AS1	TMCC2	RAB29	CNTN2	LEMD1-DT	RBBP5	LEMD1	DSTYK	NUCKS1	CDK18	MFSD4A	BLACAT1	NUAK2	TMEM81"	TCGA-GBM	1	203272453	-	1	205638607	+	3.7e-08	0.000909811963201353	26
2	TCGA-27-2528-01A	BTG2*	"BTG2*	MDM4*	PLEKHA6	ZC3H11A	LINC01353	LINC01136	MYOG	SNORA77	LINC00260	LINC00303	REN	ADORA1	CHI3L1	CHIT1	ETNK2	SNRPE	MYBPH	ATP2B4	LAX1	ERLNC1	SOX13	GOLT1A	PIK3C2B	PPFIA4	PRELP	ZBED6	PPP1R15B	OPTC	LRRN2	KISS1	FMOD	LINC00628	MYOPARR"	ELK4*	"ELK4*	SLC45A3*	NFASC	KLHDC8A	MIR135B	LEMD1-AS1	MFSD4A-AS1	TMCC2	RAB29	CNTN2	LEMD1-DT	RBBP5	LEMD1	DSTYK	NUCKS1	CDK18	MFSD4A	BLACAT1	NUAK2	TMEM81"	TCGA-GBM	1	203755809	-	1	205352728	+	3.7e-08	0.000909811963201353	26
2	TCGA-28-5220-01A	BTG2*	"BTG2*	MDM4*	PLEKHA6	ZC3H11A	LINC01353	LINC01136	MYOG	SNORA77	LINC00260	LINC00303	REN	ADORA1	CHI3L1	CHIT1	ETNK2	SNRPE	MYBPH	ATP2B4	LAX1	ERLNC1	SOX13	GOLT1A	PIK3C2B	PPFIA4	PRELP	ZBED6	PPP1R15B	OPTC	LRRN2	KISS1	FMOD	LINC00628	MYOPARR"	ELK4*	"ELK4*	SLC45A3*	NFASC	KLHDC8A	MIR135B	LEMD1-AS1	MFSD4A-AS1	TMCC2	RAB29	CNTN2	LEMD1-DT	RBBP5	LEMD1	DSTYK	NUCKS1	CDK18	MFSD4A	BLACAT1	NUAK2	TMEM81"	TCGA-GBM	1	203267826	-	1	205328247	+	3.7e-08	0.000909811963201353	26
2	TCGA-32-1991-01A	BTG2*	"BTG2*	MDM4*	PLEKHA6	ZC3H11A	LINC01353	LINC01136	MYOG	SNORA77	LINC00260	LINC00303	REN	ADORA1	CHI3L1	CHIT1	ETNK2	SNRPE	MYBPH	ATP2B4	LAX1	ERLNC1	SOX13	GOLT1A	PIK3C2B	PPFIA4	PRELP	ZBED6	PPP1R15B	OPTC	LRRN2	KISS1	FMOD	LINC00628	MYOPARR"	ELK4*	"ELK4*	SLC45A3*	NFASC	KLHDC8A	MIR135B	LEMD1-AS1	MFSD4A-AS1	TMCC2	RAB29	CNTN2	LEMD1-DT	RBBP5	LEMD1	DSTYK	NUCKS1	CDK18	MFSD4A	BLACAT1	NUAK2	TMEM81"	TCGA-GBM	1	203662889	-	1	204913689	+	3.7e-08	0.000909811963201353	26
2	TCGA-RR-A6KB-01A	BTG2*	"BTG2*	MDM4*	PLEKHA6	ZC3H11A	LINC01353	LINC01136	MYOG	SNORA77	LINC00260	LINC00303	REN	ADORA1	CHI3L1	CHIT1	ETNK2	SNRPE	MYBPH	ATP2B4	LAX1	ERLNC1	SOX13	GOLT1A	PIK3C2B	PPFIA4	PRELP	ZBED6	PPP1R15B	OPTC	LRRN2	KISS1	FMOD	LINC00628	MYOPARR"	ELK4*	"ELK4*	SLC45A3*	NFASC	KLHDC8A	MIR135B	LEMD1-AS1	MFSD4A-AS1	TMCC2	RAB29	CNTN2	LEMD1-DT	RBBP5	LEMD1	DSTYK	NUCKS1	CDK18	MFSD4A	BLACAT1	NUAK2	TMEM81"	TCGA-GBM	1	203762608	-	1	205210542	+	3.7e-08	0.000909811963201353	26
3	TCGA-02-0070-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21939414	+	9	27778864	-	8.3e-06	0.000845140455689633	12
3	TCGA-02-0070-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	22024999	-	9	27725579	+	8.3e-06	0.000845140455689633	12
3	TCGA-02-0070-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	22031352	-	9	27720284	-	8.3e-06	0.000845140455689633	12
3	TCGA-06-0214-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21692036	+	9	27155558	-	8.3e-06	0.000845140455689633	12
3	TCGA-06-1086-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21686163	+	9	27286774	-	8.3e-06	0.000845140455689633	12
3	TCGA-06-1801-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21851192	+	9	27164031	-	8.3e-06	0.000845140455689633	12
3	TCGA-19-5954-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21536924	+	9	27119081	+	8.3e-06	0.000845140455689633	12
3	TCGA-26-1440-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21449531	+	9	27333226	-	8.3e-06	0.000845140455689633	12
3	TCGA-26-1440-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21763647	+	9	27207154	-	8.3e-06	0.000845140455689633	12
3	TCGA-27-1830-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21229578	-	9	27125713	-	8.3e-06	0.000845140455689633	12
3	TCGA-27-1830-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21677483	-	9	27083972	-	8.3e-06	0.000845140455689633	12
3	TCGA-27-1831-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21135003	+	9	27288375	-	8.3e-06	0.000845140455689633	12
3	TCGA-27-1832-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21095263	+	9	27460968	-	8.3e-06	0.000845140455689633	12
3	TCGA-27-1832-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21266336	+	9	27362275	-	8.3e-06	0.000845140455689633	12
3	TCGA-27-1832-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21358717	-	9	27354720	+	8.3e-06	0.000845140455689633	12
3	TCGA-27-1832-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21380242	+	9	27541284	+	8.3e-06	0.000845140455689633	12
3	TCGA-27-1832-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21975102	-	9	27366860	+	8.3e-06	0.000845140455689633	12
3	TCGA-28-1747-01C	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21554727	+	9	27273833	-	8.3e-06	0.000845140455689633	12
3	TCGA-32-1986-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21300657	+	9	27580159	-	8.3e-06	0.000845140455689633	12
3	TCGA-81-5910-01A	IFNA2	"IFNA2	IFNA1	IFNA13	IFNW1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	IFNA6	MIR31HG	MIR31	IFNA7	IFNA22P	MTAP	IFNA4	IFNA17	KLHL9	IFNE"	TEK	"TEK	EQTN	C9orf72	LINC00032	MOB3B	IFNK"	TCGA-GBM	9	21323577	+	9	27840328	+	8.3e-06	0.000845140455689633	12
4	TCGA-02-0039-01A	YEATS4	"YEATS4	FRS2	SNORA113	LYZ	(CCT2)	(MIR3913-1)	(MIR3913-2)"	OGFOD2	"OGFOD2	DENR	C12orf65	PITPNM2	ARL6IP4	MIR4304	PITPNM2-AS1	HIP1R	CCDC62	MPHOSPH9	ABCB9	HCAR2	HCAR3	KNTC1	HCAR1	MIR9902-1	MIR9902-2	VPS37B"	TCGA-GBM	12	69580685	+	12	122619765	+	1.6e-05	4.62571032904056e-06	3
4	TCGA-06-5856-01A	YEATS4	"YEATS4	FRS2	SNORA113	LYZ	(CCT2)	(MIR3913-1)	(MIR3913-2)"	OGFOD2	"OGFOD2	DENR	C12orf65	PITPNM2	ARL6IP4	MIR4304	PITPNM2-AS1	HIP1R	CCDC62	MPHOSPH9	ABCB9	HCAR2	HCAR3	KNTC1	HCAR1	MIR9902-1	MIR9902-2	VPS37B"	TCGA-GBM	12	69576091	-	12	122936864	+	1.6e-05	4.62571032904056e-06	3
4	TCGA-06-5856-01A	YEATS4	"YEATS4	FRS2	SNORA113	LYZ	(CCT2)	(MIR3913-1)	(MIR3913-2)"	OGFOD2	"OGFOD2	DENR	C12orf65	PITPNM2	ARL6IP4	MIR4304	PITPNM2-AS1	HIP1R	CCDC62	MPHOSPH9	ABCB9	HCAR2	HCAR3	KNTC1	HCAR1	MIR9902-1	MIR9902-2	VPS37B"	TCGA-GBM	12	69637236	-	12	122998683	-	1.6e-05	4.62571032904056e-06	3
4	TCGA-32-4208-01A	YEATS4	"YEATS4	FRS2	SNORA113	LYZ	(CCT2)	(MIR3913-1)	(MIR3913-2)"	OGFOD2	"OGFOD2	DENR	C12orf65	PITPNM2	ARL6IP4	MIR4304	PITPNM2-AS1	HIP1R	CCDC62	MPHOSPH9	ABCB9	HCAR2	HCAR3	KNTC1	HCAR1	MIR9902-1	MIR9902-2	VPS37B"	TCGA-GBM	12	69322249	+	12	123237380	+	1.6e-05	4.62571032904056e-06	3
5	TCGA-06-0129-01A	DDIT3*	"DDIT3*	GLI1*	CDK4*	SHMT2	ARHGAP9	R3HDM2	B4GALNT1	OS9	MIR616	AVIL	METTL1	DCTN2	LRP1	LRP1-AS	MIR6758	LOC101927583	MIR6759	LOC283387	TSFM	PIP4K2C	CYP27B1	STAC3	NXPH4	AGAP2	MIR26A2	DTX3	ARHGEF25	MIR1228	EEF1AKMT3	MARS1	INHBC	KIF5A	AGAP2-AS1	TSPAN31	MBD6	INHBE	NDUFA4L2	CTDSP2	MARCHF9	SLC26A10"	BEST3	"BEST3	RAB3IP	YEATS4	FRS2	MYRFL	CCT2	MIR1279	SNORA113	MIR3913-1	MIR3913-2	LOC101928002	CPSF6	LYZ	LRRC10"	TCGA-GBM	12	57553068	-	12	69522268	+	1.8e-05	0.000263818181908996	8
5	TCGA-06-0138-01A	DDIT3*	"DDIT3*	GLI1*	CDK4*	SHMT2	ARHGAP9	R3HDM2	B4GALNT1	OS9	MIR616	AVIL	METTL1	DCTN2	LRP1	LRP1-AS	MIR6758	LOC101927583	MIR6759	LOC283387	TSFM	PIP4K2C	CYP27B1	STAC3	NXPH4	AGAP2	MIR26A2	DTX3	ARHGEF25	MIR1228	EEF1AKMT3	MARS1	INHBC	KIF5A	AGAP2-AS1	TSPAN31	MBD6	INHBE	NDUFA4L2	CTDSP2	MARCHF9	SLC26A10"	BEST3	"BEST3	RAB3IP	YEATS4	FRS2	MYRFL	CCT2	MIR1279	SNORA113	MIR3913-1	MIR3913-2	LOC101928002	CPSF6	LYZ	LRRC10"	TCGA-GBM	12	57506103	-	12	69380980	+	1.8e-05	0.000263818181908996	8
5	TCGA-06-0138-01A	DDIT3*	"DDIT3*	GLI1*	CDK4*	SHMT2	ARHGAP9	R3HDM2	B4GALNT1	OS9	MIR616	AVIL	METTL1	DCTN2	LRP1	LRP1-AS	MIR6758	LOC101927583	MIR6759	LOC283387	TSFM	PIP4K2C	CYP27B1	STAC3	NXPH4	AGAP2	MIR26A2	DTX3	ARHGEF25	MIR1228	EEF1AKMT3	MARS1	INHBC	KIF5A	AGAP2-AS1	TSPAN31	MBD6	INHBE	NDUFA4L2	CTDSP2	MARCHF9	SLC26A10"	BEST3	"BEST3	RAB3IP	YEATS4	FRS2	MYRFL	CCT2	MIR1279	SNORA113	MIR3913-1	MIR3913-2	LOC101928002	CPSF6	LYZ	LRRC10"	TCGA-GBM	12	57713471	-	12	69236976	-	1.8e-05	0.000263818181908996	8
5	TCGA-06-0138-01A	DDIT3*	"DDIT3*	GLI1*	CDK4*	SHMT2	ARHGAP9	R3HDM2	B4GALNT1	OS9	MIR616	AVIL	METTL1	DCTN2	LRP1	LRP1-AS	MIR6758	LOC101927583	MIR6759	LOC283387	TSFM	PIP4K2C	CYP27B1	STAC3	NXPH4	AGAP2	MIR26A2	DTX3	ARHGEF25	MIR1228	EEF1AKMT3	MARS1	INHBC	KIF5A	AGAP2-AS1	TSPAN31	MBD6	INHBE	NDUFA4L2	CTDSP2	MARCHF9	SLC26A10"	BEST3	"BEST3	RAB3IP	YEATS4	FRS2	MYRFL	CCT2	MIR1279	SNORA113	MIR3913-1	MIR3913-2	LOC101928002	CPSF6	LYZ	LRRC10"	TCGA-GBM	12	57847375	-	12	69212731	-	1.8e-05	0.000263818181908996	8
5	TCGA-06-0152-01A	DDIT3*	"DDIT3*	GLI1*	CDK4*	SHMT2	ARHGAP9	R3HDM2	B4GALNT1	OS9	MIR616	AVIL	METTL1	DCTN2	LRP1	LRP1-AS	MIR6758	LOC101927583	MIR6759	LOC283387	TSFM	PIP4K2C	CYP27B1	STAC3	NXPH4	AGAP2	MIR26A2	DTX3	ARHGEF25	MIR1228	EEF1AKMT3	MARS1	INHBC	KIF5A	AGAP2-AS1	TSPAN31	MBD6	INHBE	NDUFA4L2	CTDSP2	MARCHF9	SLC26A10"	BEST3	"BEST3	RAB3IP	YEATS4	FRS2	MYRFL	CCT2	MIR1279	SNORA113	MIR3913-1	MIR3913-2	LOC101928002	CPSF6	LYZ	LRRC10"	TCGA-GBM	12	57736450	-	12	69381391	+	1.8e-05	0.000263818181908996	8
5	TCGA-06-0174-01A	DDIT3*	"DDIT3*	GLI1*	CDK4*	SHMT2	ARHGAP9	R3HDM2	B4GALNT1	OS9	MIR616	AVIL	METTL1	DCTN2	LRP1	LRP1-AS	MIR6758	LOC101927583	MIR6759	LOC283387	TSFM	PIP4K2C	CYP27B1	STAC3	NXPH4	AGAP2	MIR26A2	DTX3	ARHGEF25	MIR1228	EEF1AKMT3	MARS1	INHBC	KIF5A	AGAP2-AS1	TSPAN31	MBD6	INHBE	NDUFA4L2	CTDSP2	MARCHF9	SLC26A10"	BEST3	"BEST3	RAB3IP	YEATS4	FRS2	MYRFL	CCT2	MIR1279	SNORA113	MIR3913-1	MIR3913-2	LOC101928002	CPSF6	LYZ	LRRC10"	TCGA-GBM	12	57819335	-	12	69270546	-	1.8e-05	0.000263818181908996	8
5	TCGA-06-5856-01A	DDIT3*	"DDIT3*	GLI1*	CDK4*	SHMT2	ARHGAP9	R3HDM2	B4GALNT1	OS9	MIR616	AVIL	METTL1	DCTN2	LRP1	LRP1-AS	MIR6758	LOC101927583	MIR6759	LOC283387	TSFM	PIP4K2C	CYP27B1	STAC3	NXPH4	AGAP2	MIR26A2	DTX3	ARHGEF25	MIR1228	EEF1AKMT3	MARS1	INHBC	KIF5A	AGAP2-AS1	TSPAN31	MBD6	INHBE	NDUFA4L2	CTDSP2	MARCHF9	SLC26A10"	BEST3	"BEST3	RAB3IP	YEATS4	FRS2	MYRFL	CCT2	MIR1279	SNORA113	MIR3913-1	MIR3913-2	LOC101928002	CPSF6	LYZ	LRRC10"	TCGA-GBM	12	57126344	-	12	69317758	+	1.8e-05	0.000263818181908996	8
